id;gender;age;familysize;country;major;riasec.realistic;riasec.investigative;riasec.artistic;riasec.social;riasec.enterprising;riasec.conventional;tipi.openess;tipi.conscientiousness;tipi.extraversion;tipi.agreeableness;tipi.neuroticism
1695;Female;21;2;US;Other;2.75;3.875;3.5;3.25;2.375;3.125;7;11;9;5;13
1697;Male;28;3;US;Other;1.75;3.625;2.125;2.125;1.5;2.125;13;11;12;9;7
1698;Female;30;2;US;Other;1;2.875;3.75;3.875;1;1;9;14;4;13;8
1699;Female;17;3;US;Other;2.375;3.75;4.125;4.375;3.75;2.125;13;8;12;11;10
1700;Female;55;2;US;Psychology;1.625;3.125;2.375;2.125;0.875;3;14;11;8;13;6
1701;Male;17;3;US;Other;1;1;3.125;2.25;1.25;1;12;10;6;10;8
1702;Female;17;3;US;Other;1;1.375;3.5;3.875;1.75;1;14;12;11;8;8
1703;Male;17;5;US;Other;1.25;3.375;3.125;2.5;1.25;1.5;11;6;3;7;9
1704;Female;17;4;US;Other;1.375;4;5;4.5;3.75;1.875;8;12;10;8;8
1705;Female;15;1;US;Other;1;2.75;3.375;2;1;1;14;14;2;10;9
1706;Female;31;3;US;Other;1;1.75;2.25;4.25;3;2.375;9;14;8;9;8
1707;Male;23;2;US;Other;2;3.25;3;2.875;2.125;2.125;8;8;3;11;8
1708;Female;21;3;US;Other;1.125;2.375;2.625;3.875;1.5;1;8;13;12;5;4
1709;Female;19;2;US;Psychology;1;1;1.5;1;1;1;7;11;2;5;14
1710;Female;33;2;US;Other;2.125;3.75;3.125;4;3.5;3.125;11;13;11;8;9
1711;Female;60;5;US;Other;3.375;4;2.125;3;1.75;3;10;11;4;8;8
1712;Female;29;3;US;Psychology;1.5;4.125;4.5;4.25;3.125;3;10;12;6;13;5
1713;Female;17;3;US;Other;2.375;2.5;3.875;3.75;2.625;2.5;12;14;8;11;4
1716;Female;30;4;US;Psychology;2;2.375;1;4.375;1.375;2.75;7;14;5;11;3
1717;Female;16;3;US;Other;1.5;2.125;1.25;1.75;2.125;1.125;10;11;4;5;14
1720;Female;26;2;US;Other;1.625;1.625;3.5;1.875;2.375;2.875;8;9;4;9;11
1721;Female;15;3;US;Other;1.25;3.75;3.625;2.125;2.75;1;8;2;5;8;12
1723;Female;32;1;US;Psychology;1;2.875;3.75;3.5;1.125;1.625;12;9;12;14;6
1724;Male;38;2;US;Psychology;2.75;5;4.5;4.375;1.75;2.875;13;13;9;12;7
1725;Female;31;1;US;Other;1;2.75;4.75;3.375;3.625;1;13;13;8;8;7
1727;Female;21;2;US;Other;1;1.375;1.375;3.625;1.875;1.125;13;14;9;11;5
1729;Male;20;2;US;Other;2.5;4;3.125;2.125;1.875;2;13;9;2;13;6
1730;Female;37;2;US;Other;1;2.625;3.625;3.125;2.375;2;12;7;13;10;14
1731;Female;57;3;US;Other;1.25;3.875;1.5;2.125;2.375;1.75;10;12;8;10;6
1732;Female;16;0;US;Other;1.75;1.375;1.875;3.5;3.5;4.5;10;10;14;11;4
1734;Female;14;5;US;Other;1.5;4;4.5;4.125;2.75;2;14;11;9;10;10
1735;Female;25;1;US;Other;3.25;3.375;3.375;3.375;2.5;3.625;12;11;7;7;7
1736;Male;24;1;US;Other;1.625;3.75;2.25;2.625;1.25;2;13;13;7;8;2
1751;Female;19;3;US;Other;2.25;4.5;3.625;4.5;2.875;2.25;13;8;10;9;2
1755;Female;31;1;US;Other;1;1.875;1.125;3.875;1.375;2.125;11;14;14;9;3
1758;Male;35;1;US;Other;1.25;2.5;2;3.375;2.625;1.25;10;9;4;8;9
1760;Female;35;7;US;Other;1;2.5;3;4.5;1.75;1.5;11;8;8;11;5
1762;Female;24;3;US;Other;2.875;3.75;3.875;3.375;2.875;2.875;10;11;10;8;8
1767;Female;32;5;US;Other;1;3.25;2.25;4.375;1.75;2.625;6;10;3;11;9
1768;Female;34;2;US;Other;3.25;4.125;2.5;3.875;2.75;3.375;10;12;9;9;7
1770;Female;18;3;US;Other;1.375;1.625;3.25;3.625;3.25;1.625;14;6;9;13;4
1771;Female;19;4;US;Other;1.75;1.375;3.25;2.25;2.125;2;13;11;6;14;8
1773;Female;47;1;US;Other;2.125;3.125;1.5;4.625;3.5;1.25;11;13;7;11;5
1774;Female;39;3;US;Other;2.75;3.25;2;3.5;4;4.5;14;13;6;9;8
1775;Male;43;2;US;Other;2.375;3.125;4.375;4.5;3.125;2.25;9;9;7;12;4
1776;Female;27;2;US;Psychology;1;3.125;2.5;2.625;1.5;1;14;14;12;11;4
1777;Female;17;2;US;Other;1.125;3.625;1.25;4;2.25;3;11;11;13;13;4
1778;Male;22;2;US;Engineering;2.125;2.25;3.125;3.875;2.375;2.75;10;5;9;8;11
1779;Female;58;NA;US;Psychology;3;4.875;3.875;5;2.625;4.125;14;14;6;14;2
1780;Female;37;3;US;Psychology;1.125;1.25;1;4.5;1.75;1.625;13;14;7;9;9
1781;Female;33;4;US;Other;2.125;3.875;3.25;3.125;2.75;2.75;13;11;11;10;11
1782;Female;36;1;US;Psychology;2.375;4.125;3;3.25;3.125;3.25;10;9;12;10;4
1783;Male;30;2;US;Other;2.625;4.25;4.875;4.375;3.375;3.125;14;13;12;8;8
1784;Female;36;2;US;Other;2.125;2.25;3;3.875;3.125;2.625;11;12;6;11;6
1787;Female;22;2;US;Other;1.25;4.375;4.125;1.875;2.375;1.625;7;5;3;6;14
1788;Female;24;1;US;Other;1;3.25;1.625;4.375;2.25;2;8;14;9;9;10
1789;Female;47;2;US;Other;1;2.75;2.75;3.75;3.625;4;10;12;9;12;7
1790;Female;28;1;US;Other;1;1.5;3.75;4.625;1.375;1.375;12;10;5;13;9
1791;Female;31;4;US;Psychology;1;1.375;1;3.375;1;1.625;9;13;9;13;7
1792;Male;22;4;US;Other;3.125;3;2.875;3.5;2.625;2.875;8;6;3;8;11
1793;Male;18;4;US;Other;3.125;4.375;2.125;3.625;2.625;3.375;7;10;4;9;8
1794;Female;18;4;US;Psychology;1.5;4.625;3.5;3.75;2.375;1.75;8;9;7;12;10
1796;Male;18;1;US;Other;1;4.125;1.75;2.125;1;1.5;5;11;8;9;10
1797;Female;20;1;US;Other;1.125;2.875;3.25;3.625;2;2.75;10;13;10;13;6
1798;Female;33;2;US;Other;2.125;3.625;2.75;2.625;1.625;1.375;13;13;6;12;9
1799;Female;16;2;US;Other;2.25;3.625;4.875;5;3.75;2.5;7;11;9;10;9
1800;Male;17;2;US;Other;1.875;4.375;1.875;1.625;2;2.5;9;3;6;9;5
1801;Female;30;4;US;Other;3.25;3.5;3;3.875;3.25;3.625;11;12;5;11;9
1802;Female;29;2;US;Other;2.375;1.25;3.5;4.125;4.5;3.125;11;14;8;10;6
1803;Female;42;2;US;Other;1.5;1.375;3.75;4.625;3.375;3.5;14;14;10;14;2
1804;Female;18;4;US;Engineering;2.375;3.75;2.125;1.625;2.875;3.5;8;5;6;7;9
1805;Male;24;2;US;Other;2;3.875;3.375;4;2.75;2.5;9;11;6;6;10
1806;Female;37;3;US;Psychology;2.625;4.125;3.75;3.75;2.625;2.25;10;13;3;12;4
1807;Female;25;4;US;Other;1.25;1.375;3.25;3.375;2;1.125;12;4;3;8;6
1809;Female;35;4;US;Other;1;3.25;3.625;3.75;2.5;2;7;7;4;12;8
1810;Female;47;3;US;Other;2.125;3.125;2.5;3;2.25;3.125;9;6;9;8;10
1811;Female;29;2;US;Psychology;1;4;2.375;2.75;1.375;1;9;13;8;10;5
1813;Female;14;4;US;Other;3.375;4.5;3.375;2.25;3.25;3.75;12;11;8;10;8
1814;Female;46;3;US;Other;1.375;4.25;2.625;3.75;1.25;1.5;9;14;5;13;7
1815;Male;25;2;US;Other;1.75;1.75;2;2.25;3.375;2.5;5;10;5;8;4
1819;Female;20;4;US;Psychology;1.625;1.625;2.375;2.875;2.875;2;4;8;8;8;14
1820;Female;27;0;US;Psychology;1.125;2.25;2.5;3.375;2.25;1.75;8;8;9;8;11
1821;Female;26;3;US;Psychology;1.25;3.25;3.625;4.25;3.375;1.875;12;13;7;12;8
1822;Female;40;3;US;Other;1.5;3;2.875;3.625;2.375;2.75;14;12;8;12;7
1823;Male;22;4;US;Other;2.25;3.125;3.375;3.5;2.375;2;8;6;4;7;10
1824;Female;20;2;US;Other;2.375;2.625;3.625;3.5;3.125;2.625;7;13;13;10;6
1827;Female;35;4;US;Other;1;1;1;2.5;1.25;1;7;11;12;6;3
1828;Female;17;0;US;Other;1.625;3;1;1.75;1.375;1.75;11;9;9;6;11
1829;Female;44;3;US;Other;1;2.25;2.875;4.625;4.25;4.75;12;14;14;9;8
1833;Female;22;4;US;Psychology;2;4.5;1.875;4.5;3.125;2.875;11;12;9;8;3
1834;Male;27;5;US;Other;1.875;2.5;2.875;3.375;1.25;1.375;13;3;11;10;10
1836;Male;30;3;US;Other;1.125;3.25;2.375;2.5;2;1.125;14;12;4;13;12
1838;Female;28;4;US;Other;1.625;3.25;2.75;3.25;1.75;3.625;11;6;5;10;9
1839;Female;18;2;US;Other;2.25;4;2.5;2.875;1.5;2.625;14;10;6;8;3
1841;Male;27;3;US;Other;1.25;1.875;4.625;1;1.75;1.125;8;4;6;2;14
1842;Male;21;1;US;Other;2.25;3.25;4.125;3.5;2.625;2.375;5;13;6;7;8
1843;Female;46;6;US;Other;2.5;3.125;3.25;4.75;3.375;2.5;10;9;10;10;4
1844;Female;46;6;US;Other;2.75;3;2.625;4.75;4.125;2.875;8;8;12;10;8
1845;Female;17;3;US;Other;3;3;2.625;4.375;3;3.375;12;7;3;12;9
1849;Female;15;4;US;Other;1;1.5;1.5;4;3.25;2;13;12;9;8;7
1853;Female;32;2;US;Psychology;1;3.375;3.75;3.5;2.625;2.5;14;8;4;11;4
1861;Female;33;6;US;Psychology;1;3.75;1.75;4.25;1.5;3.25;9;14;3;13;2
1864;Female;61;3;US;Other;1.625;3;2.625;3.25;2.625;2.375;12;11;8;10;8
1865;Male;19;2;US;Other;1.25;4;1.125;1.625;1;1.875;9;10;14;4;10
1867;Female;18;3;US;Psychology;1.5;3.625;2.5;3.125;1.5;1;14;14;8;13;6
1868;Female;33;4;US;Other;1;1.125;1.375;4;1.25;2.375;6;14;8;6;5
1869;Female;46;1;US;Other;1.375;1.875;3.375;2.875;3;2.375;11;14;12;12;2
1870;Male;25;3;US;Other;1.875;3.375;2.375;4.25;3;2.75;8;12;9;11;5
1872;Female;33;0;US;Psychology;4;4.125;4;4.125;2.75;3.625;12;13;11;8;6
1874;Female;27;2;US;Psychology;1.25;2.5;1.375;3.75;2;1.75;9;12;11;9;7
1876;Female;16;2;US;Other;1;4.25;2.625;2.375;3;1.5;11;8;8;8;9
1878;Female;35;5;US;Psychology;2.375;3.625;2;3.75;2.25;2.625;9;13;9;12;3
1879;Female;50;4;US;Other;2.5;3.375;4.25;4.875;2;2.5;12;14;6;11;8
1880;Female;34;2;US;Other;1;3.25;4;4.125;2.25;1.5;14;14;9;14;7
1881;Female;16;2;US;Other;1.375;2.625;1.25;3;1.25;1.25;10;12;11;9;4
1882;Female;27;5;US;Other;1.375;2.5;2.125;4.375;2.375;2.625;13;14;9;9;7
1885;Female;36;2;US;Other;1.125;3.75;2.875;4.25;2.25;1.375;14;10;9;12;5
1886;Female;32;3;US;Psychology;1.875;3.875;4.875;5;4.5;3.75;13;13;10;9;8
1887;Male;20;1;US;Other;2.75;3.625;2.375;2.5;3.25;4.625;12;8;4;5;7
1888;Female;38;2;US;Psychology;1.375;4.125;3.5;3.375;1.5;1.25;13;9;10;10;4
1889;Female;21;3;US;Other;3;3.25;2.5;3.375;2.5;2.25;7;12;7;7;9
1890;Female;33;2;US;Other;2.5;4;3.875;4;4.125;2.75;10;12;11;10;8
1891;Female;47;4;US;Psychology;1;1.25;3.375;4;1.5;1.375;11;11;14;11;11
1892;Male;36;2;US;Other;3;3.375;2.25;2.5;1.125;1.875;14;12;11;10;8
1893;Male;20;3;US;Other;2.75;4.375;2.125;2.625;3;3.5;9;8;9;7;7
1894;Male;21;3;US;Psychology;1.5;4.25;2.875;3.125;2.125;1.625;13;13;7;10;3
1895;Female;19;2;US;Other;1;1.375;4.625;3;3.625;2;14;12;12;8;7
1896;Male;47;2;US;Other;3;3;1.625;2.875;3.375;5;9;13;7;11;4
1898;Female;35;2;US;Other;1.125;4.25;3.5;2.75;2.125;2;9;9;11;9;11
1899;Female;24;2;US;Psychology;1.25;2.625;2.5;3.375;1.625;1;13;14;3;14;7
1900;Female;17;4;US;Other;2.125;3.25;3.875;2.375;2.375;1.375;13;5;7;9;7
1901;Female;29;3;US;Other;2;3.25;2.625;3.75;2.375;2.125;13;13;13;11;5
1902;Female;35;3;US;Other;1;1.75;2.5;4.375;1;2.125;14;13;14;11;3
1903;Female;18;3;US;Other;1.75;1.875;1.75;5;2.125;1.125;8;9;14;10;12
1904;Female;39;2;US;Other;1.125;2.25;3.125;3.5;2.5;3;13;13;7;12;3
1905;Female;20;3;US;Other;1.875;2.375;1.75;2.5;2.875;3.5;8;11;4;10;8
1906;Female;16;3;US;Other;1.375;4.125;4;3.375;2;1;8;11;4;8;6
1907;Male;20;4;US;Engineering;3;3;2.625;2.375;2.125;3;9;7;4;11;3
1908;Female;16;2;US;Other;1;3.375;1.875;4.125;2.875;2.625;9;9;9;9;8
1909;Female;33;2;US;Other;0;0;0;0;0;0;13;14;10;14;4
1912;Female;27;3;US;Other;1.875;4.375;2.625;4.625;4.25;3.125;13;14;13;12;4
1913;Female;23;2;US;Other;1;1.375;4.625;4.875;3.875;3.375;11;14;13;10;7
1914;Female;32;4;US;Psychology;2.125;4.25;3.375;2.25;2.375;1.625;6;13;4;13;3
1915;Male;20;2;US;Other;3.25;3.5;3.75;4.625;3.375;3;13;11;13;9;5
1916;Female;40;4;US;Other;3.875;2.75;3.375;3.125;4;1.75;9;14;6;13;2
1917;Male;18;2;US;Other;2.25;3.625;4;3;3.125;2.25;11;8;4;8;10
1918;Female;47;2;US;Other;3.625;4.625;3.375;4.75;2.125;3.125;12;9;8;12;4
1921;Female;37;3;US;Other;1.25;2.125;1.625;3.875;2.25;2.5;8;12;7;12;5
1922;Female;18;3;US;Other;3.625;4.5;2.75;4.125;2.625;3.625;8;11;6;7;3
1923;Female;39;3;US;Other;2;2.25;1.5;4;2;4.5;11;6;10;7;12
1924;Female;26;1;US;Psychology;1.75;2.5;1.375;3.625;1;1;9;13;9;9;9
1925;Female;46;2;US;Other;1.875;3;2.25;3.25;2.5;2.125;13;12;14;9;5
1926;Female;41;1;US;Psychology;1.375;1.375;1;3.375;2.375;1.5;12;14;10;10;5
1928;Female;15;2;US;Other;2.125;3;3.125;3;1.875;4;9;8;6;10;7
1929;Male;18;3;US;Other;3;4;3.375;3.25;3.25;2.375;8;12;7;8;7
1930;Male;32;2;US;Other;2.875;1.875;4.25;4;3.5;3.5;14;14;14;9;4
1931;Female;29;4;US;Other;1;1.5;1.25;4.25;4;4.75;14;14;13;12;3
1932;Female;18;3;US;Other;1.75;3.25;4.25;3.75;2.625;1.75;12;10;4;10;7
1933;Female;35;3;US;Other;1;1.75;2.5;5;1;2.25;14;14;14;12;3
1934;Female;49;4;US;Other;1.125;3;3.25;3.125;2.875;2;13;11;12;14;2
1935;Female;18;2;US;Other;1;2.625;1.875;2;1;1;13;12;11;10;13
1936;Female;19;2;US;Other;1;1.25;3.125;1.875;1.375;1;9;12;8;9;5
1937;Female;20;2;US;Other;1;2.125;3.75;4.5;2.75;1;11;13;10;13;7
1941;Female;30;2;US;Other;3.375;3.875;2.375;1;1;4.125;9;13;2;4;3
1943;Female;19;2;US;Other;1.375;3.875;3.375;2.25;1.875;1.875;10;12;7;10;11
1944;Female;18;2;US;Other;1.25;1.75;2.125;3.375;1.75;1.125;11;10;9;8;6
1945;Female;20;3;US;Other;1.875;3.875;3.5;4;4;2.875;11;7;10;8;13
1946;Male;18;2;US;Engineering;3.125;3;2.625;2.5;3.375;2.875;8;3;6;7;4
1947;Male;19;5;US;Other;3.5;2.875;3.25;2.625;2.875;3;9;12;2;8;4
1948;Male;38;2;US;Other;2.875;1.875;2.5;4.75;3;3.5;14;12;7;10;4
1949;Female;34;4;US;Other;1.5;5;2.375;4;1.5;2.125;14;14;10;13;4
1951;Female;26;1;US;Other;1.125;2.75;2.375;3.375;1.625;1.75;12;9;8;14;7
1953;Female;48;2;US;Psychology;2.625;4.125;3;4.25;2.25;1.375;13;14;9;12;4
1955;Female;27;1;US;Other;1.25;2.625;2.375;4.25;2.375;1.125;12;12;14;7;11
1956;Female;16;3;US;Other;1.125;2.625;2.875;2.5;1.875;1.125;10;8;2;7;12
1957;Female;18;2;US;Other;1.5;4.125;4.375;4.375;2.5;1.875;14;14;7;14;5
1959;Female;15;2;US;Other;2;3.125;3.125;3.375;3.5;3;10;13;3;12;8
1960;Female;21;2;US;Other;3.125;1.75;1.625;2.25;2.625;3.25;7;4;14;7;10
1963;Female;18;5;US;Other;1.25;2.125;2.25;3.875;2.5;1.5;8;13;8;10;6
1965;Female;31;3;US;Psychology;1.25;3;3.75;3.625;4.5;3.25;12;8;9;9;8
1966;Female;19;3;US;Other;1.75;1.5;4;3;1.5;3.625;12;13;7;11;9
1970;Male;18;2;US;Engineering;4.125;3.375;3.375;3.5;3.75;4.5;12;8;8;8;8
1975;Female;13;2;US;Other;1;1.25;2;2.75;1;1;13;6;7;9;12
1978;Female;15;5;US;Other;1;1.125;1;2.25;1.75;1;11;13;10;12;6
1979;Male;14;1;US;Other;1.25;1.25;1.375;1;1.25;1.375;10;11;13;9;5
1980;Female;22;2;US;Other;1.125;3.375;2.75;4;3.125;2.5;11;14;10;8;9
1981;Male;22;8;US;Other;1.625;1.75;3.625;3.625;2.625;2.375;14;12;7;7;5
1982;Female;22;2;US;Other;1.25;1.5;2;1.625;1.25;1;9;8;2;11;9
1983;Female;20;3;US;Other;2.125;3.25;2.75;3.75;3.125;2.125;12;13;9;10;11
1984;Female;20;2;US;Other;2;4.875;2.75;3.75;2.125;2.125;9;12;8;13;3
1985;Female;23;2;US;Other;1.25;1;1;3.875;2.125;3.25;11;14;14;8;12
1988;Female;19;2;US;Psychology;1.25;1;1.75;1.125;2.375;1;6;10;3;5;11
1989;Female;36;1;US;Other;1.125;2.375;2.75;3.75;1.375;1.75;8;10;5;13;4
1990;Female;28;2;US;Other;1.75;2.75;1.625;3.375;2.125;4;9;14;2;9;8
1991;Male;19;2;US;Engineering;3.375;2.75;3;2.875;1.875;2.875;10;5;4;8;2
1998;Female;29;3;US;Other;2.875;5;2.75;4.5;2.625;2;13;13;7;11;2
1999;Female;25;1;US;Other;2.625;3.625;2.75;3.375;2.125;2.25;11;10;8;10;9
2001;Male;15;2;US;Other;2.75;2.75;3.125;3.25;2;3.25;13;5;3;11;8
2002;Male;16;1;US;Other;1.375;1;1.25;1;1;1.25;8;12;2;7;3
2003;Male;17;5;US;Other;3.375;3.125;2.25;2.375;2;2.25;10;11;9;7;5
2004;Male;17;3;US;Other;1;1.25;1.125;1.25;1;1.25;9;11;7;8;6
2006;Male;15;3;US;Other;2;2.625;2;2.125;2.5;2.5;11;8;9;8;6
2007;Male;14;1;US;Other;1.25;1.875;3.25;2.75;1.625;2;13;6;12;10;7
2008;Male;15;2;US;Other;0.875;1.625;1.25;1.25;1;1.125;12;10;14;9;9
2009;Male;15;2;US;Other;1.875;2.5;2;2.625;2.625;1.875;11;10;9;9;7
2010;Female;27;3;US;Other;1.625;2.375;2.375;2.25;1.125;1.25;12;6;6;11;11
2011;Female;32;4;US;Psychology;2.25;3.375;3.375;3;3.375;3.375;12;9;7;9;6
2013;Female;27;2;US;Other;1.125;2;2.75;3.25;2.125;3.5;11;14;6;13;7
2019;Female;19;2;US;Other;1.125;2.5;2.375;2.25;1.875;1.75;11;7;11;9;9
2021;Female;30;0;US;Psychology;1.375;2.625;2.125;3.5;1.875;1.75;10;8;10;12;7
2022;Male;18;3;US;Other;2.75;3.875;3.25;3.75;3.25;3.75;13;7;6;10;8
2024;Female;20;4;US;Other;2.375;1.5;2.375;4.125;3.25;4.5;12;11;8;10;4
2025;Female;22;3;US;Other;1;1;1.75;4;1.125;0.75;9;14;8;11;6
2026;Female;26;2;US;Psychology;2.375;2.25;2.625;3.75;1.75;1.375;14;8;10;6;8
2027;Male;38;3;US;Other;2.5;3.75;3.625;3.75;2;2.75;6;9;4;9;10
2028;Female;16;5;US;Other;3.75;1.25;1;2.375;1.75;1.625;12;10;12;12;7
2029;Female;14;4;US;Other;1.625;1.375;1.25;2.25;2.25;2.375;10;9;14;8;8
2030;Female;14;3;US;Other;2.5;0.875;1.125;2.5;1;1.25;14;8;14;8;8
2031;Male;15;3;US;Other;3.375;2.375;3.625;2.375;2.75;2.875;12;9;10;9;4
2032;Female;17;2;US;Other;1.25;4.25;1;4.75;1.75;1.375;10;13;9;8;2
2033;Male;14;3;US;Other;2.5;4.5;2.625;4.125;3.5;2.75;10;13;6;12;8
2034;Male;15;4;US;Other;2.5;3.125;2.25;1.125;1.625;1;12;11;6;11;11
2035;Male;14;5;US;Other;2.75;2.75;2;2.5;2.75;2.25;12;14;12;8;6
2036;Male;16;1;US;Other;2;2.75;3.875;3.75;4.375;2.875;13;13;9;9;4
2037;Male;14;5;US;Other;3.125;1.25;2.125;1.625;1;1.25;11;13;9;7;5
2039;Female;15;2;US;Other;1;3.375;1.375;2.75;1.5;1;8;8;8;14;3
2040;Female;19;1;US;Other;1.125;1.375;2.875;2.375;3.875;1.375;14;10;12;8;11
2041;Male;37;2;US;Other;1;1.125;1;3.625;1;1;10;12;13;7;5
2042;Male;18;7;US;Other;2.125;2.375;4.5;3.875;3;2;8;10;5;5;4
2043;Male;41;3;US;Other;0.75;2.5;1.125;3.125;1.75;0.875;11;14;2;11;8
2044;Female;14;3;US;Other;1.25;3.625;4.5;3.75;2.375;1.125;14;10;8;10;12
2045;Female;22;4;US;Other;1.125;2.625;2.875;3.125;1.75;1.875;9;7;8;12;10
2047;Female;50;3;US;Other;1.75;2.125;1.375;2.75;2.5;3.625;10;14;6;14;4
2048;Male;24;3;US;Other;1.875;4.125;4;3.75;1.75;1.375;13;8;6;10;13
2051;Male;59;7;US;Other;2.375;2.875;3.125;3.125;2.625;2.125;10;8;13;9;4
2052;Male;14;6;US;Other;2.75;1;1;1.25;1.25;1.25;8;8;8;8;8
2053;Male;14;4;US;Psychology;2;3;4;4.25;1.75;1.625;13;12;10;13;2
2054;Male;14;6;US;Other;2.75;1;1;1;1.25;2.125;8;8;8;8;8
2055;Female;19;4;US;Other;1.5;2.25;1;3.875;1.75;2.5;9;14;6;11;6
2056;Male;55;6;US;Engineering;1.5;3.875;3.875;2.625;1.75;1.75;14;14;7;10;3
2058;Male;14;3;US;Other;1.625;2.375;1.5;2.75;3.625;3.125;9;14;12;10;4
2059;Male;20;3;US;Other;3.125;4.875;4.375;4.625;3;3;14;14;10;9;6
2060;Female;58;2;US;Other;1;3.5;4;4.125;2.75;1;13;14;3;14;6
2061;Female;47;3;US;Other;1;1.25;2.25;2.25;1.25;1.375;10;13;7;8;11
2062;Male;18;2;US;Other;3.5;4;3.75;2.75;3.5;2.75;12;11;10;9;8
2064;Female;19;1;US;Other;1.5;4.125;2.375;3;1.375;1.375;7;7;5;9;5
2065;Female;24;3;US;Psychology;1;2.75;3.25;3.25;3;2.125;12;9;14;14;2
2066;Female;16;3;US;Other;1.5;3;1.5;3.75;2;1;12;8;8;7;9
2067;Male;28;2;US;Psychology;2.25;3.25;2;3.625;3;2.5;10;12;11;8;10
2068;Female;14;2;US;Other;1.375;2.5;1.75;2.125;2.25;1.375;10;9;6;8;9
2069;Female;18;2;US;Other;1.625;1.25;3.75;3.25;4.875;3.25;13;6;8;10;13
2070;Male;16;2;US;Other;2.125;3.5;3.75;4;3.375;2.5;6;8;10;11;4
2072;Female;29;3;US;Other;1.125;1.625;2.875;3.75;2.75;2.25;9;14;14;10;8
2073;Male;18;2;US;Other;2.625;2.875;4;3.75;4;2.625;8;9;10;7;6
2074;Female;51;2;US;Other;1;4.375;3.5;2.875;2.375;1.125;11;9;5;14;10
2077;Female;31;3;US;Other;2.5;2.875;3.25;3.25;2.5;2.25;11;12;9;13;4
2078;Female;25;5;US;Psychology;1.625;3.875;3.25;4.25;2;1.375;12;8;2;11;9
2079;Female;39;1;US;Other;1.125;1.5;3;4.125;4.375;3.125;13;14;13;10;5
2082;Female;21;4;US;Other;2.375;4;4.375;4.375;3.125;1.875;14;13;11;9;2
2083;Female;51;5;US;Engineering;2.25;2.875;1.625;1.75;3.125;3.75;11;14;12;14;2
2084;Female;27;4;US;Other;1.5;2.625;4.25;3.875;3.375;2.75;12;9;14;12;7
2085;Female;31;5;US;Other;1.875;2.625;3.875;4.5;3;1.5;13;7;14;13;8
2086;Male;18;2;US;Other;2.125;4.25;1.875;1.375;1.5;1.375;9;10;6;8;5
2089;Female;16;3;US;Other;2.75;4.375;4.25;3;1.875;2.375;12;14;2;8;6
2093;Female;19;1;US;Other;1;3.75;2.875;4.5;1.75;1.25;10;8;9;13;10
2094;Female;18;5;US;Other;2.875;2.75;2.375;3.125;2.875;3.125;3;7;8;9;9
2096;Male;44;1;US;Other;2.75;4;3.25;4;2.25;1.375;11;6;8;9;11
2097;Female;17;2;US;Other;4.5;4.75;3.125;1.5;1.125;2.25;8;5;7;8;13
2100;Female;18;4;US;Other;2.375;2.875;2.5;3.375;2.75;2.375;8;11;10;8;6
2103;Female;16;6;US;Other;1;3.5;3.25;4.125;2.25;1.125;12;11;7;12;9
2104;Male;17;2;US;Other;2.5;3.125;3.25;3.625;2.75;2.25;10;8;11;7;3
2107;Female;42;4;US;Other;1.375;1;3.625;4.125;2.625;1.25;14;13;11;10;4
2108;Female;63;3;US;Other;2.625;3.375;2.875;4.25;2;2.5;8;14;4;14;3
2109;Female;26;2;US;Other;1.5;2;4.375;4.375;2.75;1.75;11;11;10;13;6
2113;Male;20;2;US;Other;2.125;2.75;2.75;2.25;2;2.125;10;10;8;5;8
2114;Male;18;2;US;Other;1;3;4;4.375;3;2.375;14;9;7;10;11
2115;Male;23;2;US;Other;1.875;2.125;4;2.125;2;1.875;12;6;6;11;9
2120;Female;15;3;US;Other;1.375;2.375;4.5;4.5;4.875;2.5;12;14;14;6;9
2122;Female;18;2;US;Other;1;2;2.25;3.625;2.375;2;12;6;8;8;8
2135;Female;15;2;US;Other;1.375;1.875;3;2.875;1.875;1.25;12;11;12;9;5
2136;Male;17;5;US;Other;2.125;4;3.625;4;2.875;1.375;13;13;14;9;7
2138;Male;28;2;US;Other;1.375;2.75;3.5;3.25;1.875;2.625;4;10;2;11;10
2139;Female;26;2;US;Other;1.75;1.875;3.625;2.5;1.125;2.375;3;8;2;4;12
2141;Male;15;2;US;Other;3.125;2.5;1.75;3.75;1.375;1.625;10;11;7;7;4
2142;Female;16;1;US;Other;1;1;1.625;2.125;1;1;13;14;9;9;4
2143;Female;16;2;US;Other;1.25;1.625;2.875;3.75;3.5;3.875;13;14;9;11;10
2144;Female;15;4;US;Other;1;3;1.5;2.625;2.25;1.375;10;14;11;12;3
2149;Male;16;2;US;Engineering;3;1.25;1.5;1.625;1.375;2.125;12;14;6;7;6
2150;Male;16;2;US;Other;3;1.75;1.375;1.25;2.125;1;8;9;14;9;6
2151;Female;24;2;US;Other;1.125;3.75;2.875;2.625;1;2.25;11;12;3;12;8
2154;Male;14;2;US;Other;3.5;4.375;3.75;2.75;4.375;3.875;14;14;13;8;3
2155;Male;13;2;US;Other;2.375;2.125;3.375;2.625;2.625;1.125;13;12;11;10;3
2156;Female;18;3;US;Other;1.25;2.625;2.25;3.875;3.75;2.875;9;13;11;9;6
2157;Female;15;3;US;Other;1.5;1.625;3.25;2;3.375;3.25;14;11;4;14;11
