id;gender;age;familysize;country;major;riasec.realistic;riasec.investigative;riasec.artistic;riasec.social;riasec.enterprising;riasec.conventional;tipi.openess;tipi.conscientiousness;tipi.extraversion;tipi.agreeableness;tipi.neuroticism
2253;Male;20;1;US;Other;3.25;3.25;4.75;3.875;3;2.5;12;8;4;8;10
2254;Female;19;2;US;Other;1;4;2.125;3;1.875;1.25;7;10;9;10;10
2255;Female;20;0;US;Other;2.375;2.875;2.75;3.5;3.5;3.25;10;11;8;8;8
2262;Female;21;2;US;Other;1.125;3.625;1.625;2.125;1.125;1;12;14;3;14;5
2264;Male;32;3;US;Other;3.25;3.875;4.5;3.25;2.25;1.75;14;10;9;13;3
2265;Female;20;2;US;Other;2.625;2;2.125;3;3.375;3.5;11;10;9;10;7
2266;Female;25;2;US;Other;1.25;4.375;1.75;3.875;2.875;3.5;8;11;9;12;4
2268;Female;38;2;US;Psychology;2.125;4.5;1.75;2.75;1.375;2.625;6;9;5;4;12
2269;Female;22;2;US;Other;1.875;4.5;1.625;3.5;1.125;1.5;13;11;7;10;6
2271;Female;20;1;US;Other;1;1.625;2.25;4.375;2.125;1.25;13;12;12;10;4
2273;Female;18;3;US;Other;1;2.125;1.75;3.625;3.875;3.75;8;13;8;10;5
2274;Female;19;3;US;Other;3;2.5;3.125;4.5;3.625;3.375;11;10;10;9;4
2276;Female;18;5;US;Psychology;1.875;3.75;2.5;3;3.25;3;9;9;7;8;9
2279;Male;28;2;US;Psychology;1.25;3.375;3.25;3.875;2.25;2.5;8;8;7;9;11
2280;Female;44;5;US;Other;3.75;1.75;1.375;3.5;3.25;4.125;6;14;11;13;2
2281;Female;49;3;US;Psychology;1.5;2.25;2.5;4.375;4.375;1;11;10;13;13;4
2282;Female;27;3;US;Other;1;4;4.75;4;1.125;1;12;5;8;14;3
2283;Male;19;3;US;Other;4.25;4.75;2.25;2.375;1.75;1.75;14;8;3;9;10
2287;Male;23;2;US;Other;1.375;2.25;1;1.5;2;1.5;10;11;9;5;7
2288;Female;18;2;US;Other;1.375;3.5;4.25;4;3;1.25;13;12;5;12;11
2290;Female;21;3;US;Psychology;1;2.25;1.625;4.125;1.875;1.75;13;12;10;12;6
2291;Male;24;2;US;Psychology;1.25;3.625;4.75;4;2.375;2;14;11;12;13;6
2293;Female;29;1;US;Other;3.125;4.5;3.5;2.125;2.375;3.125;14;11;3;3;3
2294;Male;33;4;US;Other;3.25;4;3.75;4.375;2.25;2.5;12;6;12;12;8
2295;Male;25;1;US;Other;3.125;3.5;3.625;3.5;3.25;3.625;11;12;6;13;3
2298;Female;19;2;US;Other;2.625;1.125;2.875;3.625;3.5;3.5;4;9;8;6;6
2307;Female;13;3;US;Other;1;1.875;1.125;2.875;2.5;1;10;9;14;8;2
2309;Female;15;3;US;Other;1.125;2.375;4.875;5;5;3.625;14;12;14;8;8
2318;Male;18;2;US;Other;1;1.875;4;3.25;2.125;1;14;9;14;3;7
2328;Male;23;3;US;Other;3.125;3.875;3;3.25;2.875;3.5;9;9;3;7;6
2340;Female;42;3;US;Other;1.125;3.75;3.25;4.25;3.125;2;8;12;8;13;5
2342;Male;33;7;US;Other;1.75;2.875;3.5;1.375;1.25;1.125;11;6;2;11;8
2347;Female;20;3;US;Other;2.5;2.375;3.5;3.75;2.375;1.625;14;11;13;9;10
2354;Female;17;2;US;Other;1.625;2.625;1;2.625;2.375;3.25;9;10;7;9;10
2355;Female;16;2;US;Other;1.75;3.25;2.125;3.375;2.25;1.125;6;13;8;11;12
2357;Female;17;4;US;Other;1.125;1.25;1.5;3.875;2.375;1.625;13;11;10;8;11
2359;Female;17;4;US;Other;2.125;2.75;2.125;4;2.5;1.875;9;8;7;10;5
2361;Female;17;4;US;Other;2.625;2.75;3.625;3.625;1.125;1.625;13;12;6;12;7
2362;Female;18;6;US;Other;1.5;1.25;3.125;3.875;3.5;1.875;14;14;6;7;8
2363;Female;24;3;US;Other;1.875;4.25;2.125;1.875;1.625;1.875;9;6;3;8;11
2367;Female;19;3;US;Other;3.125;4.125;4.75;4.5;4.375;3.375;13;14;10;10;3
2371;Male;14;4;US;Other;1.125;1.75;2;2.75;1.875;2.5;11;10;14;10;3
2374;Female;15;2;US;Other;2;4.25;4.875;3.625;2;1.625;12;7;8;13;11
2375;Male;60;5;US;Other;2.25;2.625;4.125;2.875;3.125;1.625;12;6;12;12;4
2376;Female;14;3;US;Other;1.875;2.5;2.875;2;3.25;2.125;11;8;6;6;10
2379;Female;16;2;US;Other;2;3.875;4.75;4.375;2.5;1.75;11;11;9;5;14
2380;Female;17;2;US;Other;1.25;2.875;2.625;3.5;2.625;1.75;13;14;9;14;4
2382;Female;35;3;US;Other;1;3.5;2.125;4.125;1;1.375;12;14;3;7;10
2384;Male;42;3;US;Psychology;1.625;2.875;3.25;4.75;2.875;1.25;14;8;9;11;2
2387;Male;42;3;US;Psychology;1;3;3.625;5;2.375;1;14;14;9;10;2
2388;Female;45;2;US;Other;1.375;1.375;3.25;3.375;2.5;1.25;8;9;7;8;12
2389;Female;47;3;US;Other;1;1;2;2.75;2.125;1.875;10;12;6;10;8
2391;Male;22;3;US;Other;4.375;3.5;3.5;2.25;2.625;2.625;11;13;7;9;11
2392;Female;22;0;US;Other;2.125;2.875;3.25;3.75;4;4.625;13;12;9;7;8
2393;Female;25;0;US;Engineering;2.5;3.125;3.125;2.375;5;2.625;13;10;10;12;8
2394;Female;41;8;US;Other;2;4;2;5;2.75;3.5;12;13;8;14;4
2395;Female;21;4;US;Other;2.25;3.5;3.125;3.875;3.875;2.875;11;8;8;10;5
2396;Female;34;3;US;Other;3.375;2.5;2.25;4.25;1.5;2.875;9;11;9;11;5
2399;Female;22;3;US;Other;1.625;3.25;4.375;4;2.875;1.125;14;10;14;6;5
2400;Female;22;3;US;Other;1.5;2.875;3.875;3.25;2.25;1.25;14;4;7;8;8
2402;Female;28;4;US;Other;1;1.375;1;1.625;1.125;1;9;12;11;11;8
2403;Male;16;3;US;Other;1.875;2.875;3.625;2.75;3.75;1;12;12;6;9;7
2404;Female;16;4;US;Other;3.125;3.875;4;3.625;4.5;3;12;13;7;7;9
2405;Male;18;5;US;Other;2.125;4.375;4.625;3.375;2.75;1.125;13;8;9;9;10
2407;Female;18;4;US;Other;2.5;3;3;3.25;2.25;2;9;7;9;10;11
2408;Female;32;5;US;Other;2.375;4.125;2.25;3.5;1.375;1.375;13;12;6;13;3
2409;Female;49;3;US;Other;4.375;3;2.5;3.125;3;3.5;9;13;8;12;12
2411;Male;20;3;US;Other;1.25;4.125;2.375;2.75;1;1.375;14;14;4;8;10
2412;Male;19;2;US;Other;3.625;2.5;1.5;2;2.625;2.25;12;14;12;9;3
2413;Male;19;1;US;Other;0.875;1.375;1;1.75;2.5;2.125;11;11;9;11;7
2414;Female;35;4;US;Other;1;4.125;3;3.625;1.875;2.25;10;10;4;10;9
2415;Female;44;3;US;Other;1.25;4.875;1.125;3.125;1.625;2.625;12;10;8;10;10
2416;Female;23;1;US;Psychology;1.375;1.625;4;3.375;3.5;1.875;13;12;7;11;10
2417;Male;16;3;US;Other;1.5;1.75;2.375;2.625;2.25;1.375;12;8;8;9;8
2418;Male;15;0;US;Other;2.375;1.625;4.25;3.625;2.25;2.75;11;11;10;6;13
2420;Female;60;3;US;Other;1.375;2.375;1.75;3.375;1.875;1.875;12;11;7;12;4
2421;Female;38;1;US;Psychology;1;4;2;2.75;1.25;2.25;13;14;8;14;3
2422;Male;34;2;US;Other;1.875;2.75;3;2.75;1.5;1.25;13;12;5;11;10
2423;Male;18;3;US;Other;2.125;3.625;2;3;2.25;2.875;14;12;5;11;6
2424;Male;19;4;US;Other;2.5;2;1.625;3;2.375;2.125;13;14;9;14;4
2425;Male;20;4;US;Other;3;3.25;3.75;4;3.125;2.125;12;9;14;11;4
2427;Female;20;2;US;Other;0.875;1.875;2.875;2.625;0.875;1.125;12;13;6;11;7
2428;Female;58;4;US;Other;1;1.75;2;3.625;2.125;1.625;7;5;4;12;7
2430;Female;52;3;US;Other;3.75;2.25;4;3.75;2.5;3.25;14;10;9;7;7
2432;Female;36;4;US;Other;1.5;3.125;4.25;3.5;2.125;3.375;14;13;4;14;3
2434;Female;18;3;US;Other;2.25;4.375;1.875;3.25;3.25;3.75;10;12;12;8;8
2435;Female;19;1;US;Psychology;1.875;3.5;3.25;2.75;1.75;1.5;14;11;4;11;10
2436;Female;25;7;US;Other;1;1.75;1.875;4.5;3.375;2.375;13;14;8;9;3
2437;Male;55;3;US;Other;2;4.125;4.25;3.125;1.625;1.25;14;14;10;13;4
2441;Male;20;3;US;Other;1.25;1.75;1;3.625;3.125;3.25;8;14;6;12;6
2443;Female;51;3;US;Other;2;2.5;3.125;3.125;2.875;2.75;11;14;6;12;7
2445;Female;31;2;US;Other;1;1.5;4.875;3.5;1.25;2.125;9;8;11;4;13
2447;Female;18;2;US;Other;1;1.25;1.5;2.625;1;1.25;9;8;8;13;9
2451;Female;18;2;US;Other;3.25;3.875;5;4.75;4;3.875;14;10;7;10;9
2452;Female;53;3;US;Other;3.625;3.875;2.875;2.25;2.625;3.25;9;9;11;14;4
2453;Female;47;2;US;Other;2.875;2.75;4.375;5;4.5;4.125;14;10;10;11;3
2454;Female;17;1;US;Other;1.5;3.125;2.5;2.25;3.125;2.125;12;11;4;11;13
2457;Female;31;3;US;Other;1.5;1.75;2.75;4.625;3.75;3;13;13;12;9;9
2461;Female;57;5;US;Other;1.75;3.75;3.25;4.625;2.75;2.375;10;12;11;13;3
2463;Female;17;3;US;Other;1.25;3.625;2.125;2.125;4;3.375;9;11;13;3;10
2466;Female;30;4;US;Other;2;3.75;3.625;3.625;2.25;3.25;12;13;3;12;3
2467;Female;50;2;US;Other;1.625;2.25;3;4.125;2.375;3.375;8;14;14;8;3
2490;Male;22;3;US;Other;3.25;4.5;4;3.625;2.625;3.25;14;7;6;11;4
2493;Female;18;6;US;Other;1.75;3.875;2.125;3.125;1.625;2.625;10;6;2;7;12
2495;Female;16;2;US;Other;1.125;3.125;3.875;4.375;3;1.625;11;14;14;11;9
2496;Female;54;9;US;Psychology;1.5;2.875;3.375;4.25;3.5;1.125;14;9;10;14;2
2501;Female;26;2;US;Other;3.25;3.75;3.875;2.125;2.125;2.5;13;3;2;8;13
2503;Female;15;2;US;Other;1.625;1.75;1.875;2.875;2.625;2.875;13;13;6;10;8
2504;Female;15;2;US;Other;1;2;2.25;2.75;1.75;1;13;14;8;13;3
2505;Female;16;3;US;Other;1;2.375;2;3.875;3.125;1.375;14;14;10;10;8
2506;Female;17;5;US;Other;2.125;3;3.625;3.25;2.5;1.875;12;10;6;13;6
2509;Male;34;2;US;Other;4;3.375;1.375;1.5;1.25;2.5;13;9;2;4;8
2516;Female;25;3;US;Other;2.25;2.75;1.875;4.375;4;4;14;14;13;10;7
2523;Female;19;1;US;Other;2.125;4.75;3.5;4.125;4.125;2.375;13;6;10;6;10
2524;Female;14;4;US;Other;2.75;3.625;2;3.625;2.875;3.375;12;12;9;10;9
2525;Male;60;3;US;Other;3.125;3.75;2.25;3.5;2.375;3.75;10;11;7;12;2
2527;Female;15;2;US;Other;1.125;1.875;3.5;1.875;2.75;1;12;10;12;10;4
2528;Female;15;2;US;Other;1;1.875;1.625;2.875;2.625;1.25;7;12;14;13;3
2529;Female;15;2;US;Other;1.25;1.875;1.75;2.875;3.625;1.625;8;12;12;8;11
2530;Male;16;2;US;Other;3.75;2.25;2;1;1.875;1.5;8;9;8;9;8
2531;Female;29;4;US;Other;1;1.25;1.25;3.125;2.75;2;11;12;11;14;6
2532;Male;16;3;US;Other;2;3.25;2;1.875;1.25;1.625;14;10;3;5;2
2534;Female;24;2;US;Other;2.375;5;2.25;2.625;3.5;2.875;10;10;13;3;8
2535;Female;14;1;US;Other;1.875;3.75;3.25;2.5;2.625;2.125;10;14;8;8;4
2538;Male;35;3;US;Other;1.875;4.75;3.5;2.375;2.625;1.75;12;14;7;12;2
2540;Female;15;3;US;Other;1;1;1;1;1;1;6;14;7;14;7
2541;Male;15;3;US;Other;2.875;3.375;1.625;2.5;3.5;3;9;8;8;9;6
2542;Male;22;6;US;Other;3.75;3.375;4;5;4;3.125;10;10;13;11;6
2544;Male;27;4;US;Psychology;1.125;1.75;2.625;3.125;1.125;1;11;12;8;8;9
2545;Male;13;4;US;Other;2.75;1.625;1.75;1.625;1.375;2.375;11;12;7;6;7
2546;Female;26;3;US;Other;3.25;3.875;3.5;4.25;3.625;3.5;10;11;9;13;4
2548;Female;18;4;US;Other;1.5;1.625;3.125;2.625;4.125;3.875;8;14;9;8;7
2549;Female;20;3;US;Other;2.375;3.375;2;3.375;4.375;4.25;13;13;13;8;4
2550;Female;31;2;US;Other;1.75;2.625;3.625;4.5;1.5;1.375;13;6;7;14;8
2551;Female;19;3;US;Other;1;4.75;1;2.25;1.625;2.25;8;13;14;4;8
2552;Male;40;2;US;Other;1.5;4.625;4.25;3.75;3;1.75;13;12;9;12;4
2553;Female;54;1;US;Psychology;1.625;3.75;2;4;2.75;2;13;12;8;14;6
2554;Female;18;5;US;Other;1.25;2.875;2.875;3.875;2.375;1.375;13;13;10;9;8
2555;Female;17;3;US;Other;1;1;3.625;2.75;3.125;1;14;5;7;10;11
2556;Male;21;2;US;Other;1.25;1.375;1.375;1.625;2.875;2.5;7;14;9;7;2
2560;Male;16;3;US;Other;1.75;4.375;2.125;3.75;1.625;2.125;10;10;6;9;4
2561;Male;15;2;US;Other;2.375;1.75;1.25;2.25;2.375;3.5;6;7;6;8;6
2563;Male;43;2;US;Other;2.25;2.5;4.625;3.75;2.875;1.125;13;5;8;9;9
2564;Female;21;2;US;Other;2;4.25;3;4.25;4.375;2.875;12;13;14;9;7
2565;Male;14;5;US;Other;2.5;1.75;1.5;1.375;1.25;1.375;9;7;5;7;10
2566;Female;27;3;US;Other;1;1.875;1;3.625;1.25;1.875;11;12;5;8;6
2567;Male;64;2;US;Other;4;4.5;2;3.375;2.625;2.75;14;8;12;12;10
2568;Male;65;4;US;Other;2.625;3.25;2.375;4;2;2.75;10;14;8;8;8
2569;Female;20;4;US;Psychology;1;1;1;4;1.625;1.5;9;12;4;8;8
2575;Female;18;4;US;Other;3.125;3.875;4.25;5;4.25;3.5;11;14;8;10;5
2577;Female;16;1;US;Other;1.5;1.5;4.5;4.25;3.5;1.25;14;14;14;14;10
2578;Female;19;4;US;Other;1.25;2.625;2.125;3.25;1.125;1.375;8;13;4;9;8
2580;Male;39;9;US;Other;1.625;3.75;1.625;1.625;1.25;1.625;13;12;6;7;7
2581;Female;19;1;US;Other;1.375;4.125;3.75;4.25;2.375;2.375;12;12;10;12;5
2586;Female;17;5;US;Other;1.125;2.125;1.375;1.25;1.75;1;14;14;7;12;9
2587;Male;26;2;US;Engineering;2.375;2.125;1.75;4.125;2.375;2.375;7;13;8;8;3
2588;Female;30;5;US;Psychology;1.25;3.625;2.5;5;3.5;3.875;14;14;13;8;2
2591;Male;23;4;US;Other;3;4.375;2.875;1.25;2;2.375;11;7;4;4;11
2594;Female;19;3;US;Other;1.875;1.75;3.625;3.5;3;2.125;14;13;13;13;4
2598;Female;18;2;US;Other;1.375;4.125;1.625;3.75;1.75;1.375;12;7;4;11;3
2602;Female;20;2;US;Psychology;1.125;2.375;3.5;3.875;1.25;1;11;12;9;12;11
2604;Female;20;2;US;Other;3.75;4.25;4;4.25;2.375;3.75;10;11;11;9;9
2614;Male;31;1;US;Other;1.125;4.5;3.375;3.125;1;1.375;13;7;8;13;5
2621;Female;17;2;US;Other;1.75;3;2.875;3.25;3.25;3.25;13;13;9;11;2
2630;Female;22;2;US;Psychology;1.25;3.625;3.5;4.125;2.5;1.75;13;10;10;10;4
2631;Male;23;2;US;Other;1.625;1;1.75;1.375;2;2;5;11;6;8;7
2632;Female;15;2;US;Other;1;1;1.625;2.75;2.25;2.5;14;14;9;10;2
2633;Female;16;3;US;Other;2.375;3.625;3.5;4.25;3.25;2.375;9;7;7;8;9
2634;Female;43;2;US;Other;1.5;2.625;2.75;3.25;1.75;2.625;11;13;8;13;3
2635;Female;40;7;US;Other;3;3.75;3.5;5;3.75;4.5;7;11;11;9;7
2637;Female;56;5;US;Other;2;3.25;2.5;3.25;3.875;2.25;12;14;2;8;3
2638;Female;57;2;US;Other;1;2.375;3.375;3.875;2.625;2.625;11;13;10;13;2
2639;Female;19;3;US;Psychology;1.5;4.25;4;4.875;1.625;1.25;12;14;9;9;7
2642;Male;22;2;US;Other;1.25;1.5;1.5;1.25;1;1;13;13;12;9;4
2644;Female;33;9;US;Other;1.5;1.5;2.875;2.875;2.5;1.625;14;13;12;12;3
2647;Female;21;3;US;Other;2.875;4;1.5;3.625;2.375;2.25;7;14;8;8;7
2648;Female;19;0;US;Other;1.125;3.625;3.25;1.5;1.25;1.125;9;6;7;3;7
2649;Male;15;3;US;Other;1.875;1.375;2.125;4.75;1.375;1.875;14;13;8;9;9
2651;Female;44;4;US;Other;2;1.375;2.125;3.5;1.5;2.875;13;14;6;13;7
2652;Female;55;3;US;Engineering;1.25;2.75;2.625;2.25;2.25;1.5;11;14;8;9;3
2653;Female;16;3;US;Other;1.25;2.375;4.25;3.25;3.25;1.125;14;9;13;9;6
2654;Female;16;3;US;Other;1.25;1.625;1;3.5;3.5;1.5;13;12;13;10;8
2655;Female;17;3;US;Other;1;4.5;3.375;2.125;1.5;1;14;14;5;13;2
2656;Male;48;1;US;Other;2.625;3.125;2.75;4.375;1.875;2.375;7;14;6;12;8
2661;Male;37;2;US;Other;2.75;1.125;4.75;3.375;3.625;1;14;6;13;13;7
2667;Female;23;5;US;Other;2.25;2.5;2.625;2.875;3;2.375;13;12;11;12;6
2670;Male;55;4;US;Engineering;3.5;2.5;3.875;3.75;2.625;2.875;13;10;8;14;7
2674;Female;36;3;US;Psychology;1;3.75;2.875;3.875;1.625;1.75;12;9;13;14;4
2676;Female;17;1;US;Other;1;2.25;2.25;5;2;1.75;7;10;3;13;10
2677;Male;36;1;US;Other;1;1.125;3.25;3.125;3.25;1;13;3;14;6;14
2680;Female;20;5;US;Psychology;2;2.5;3.5;4.5;3;2.5;13;8;5;12;3
2685;Female;28;5;US;Other;2.875;4.875;4;4.25;3.125;2.875;9;11;9;8;5
2688;Female;21;3;US;Other;2.75;3.875;4;4.375;4;3.5;13;12;14;13;9
2689;Female;24;5;US;Other;1.5;4;2.25;5;1.125;2.25;8;13;2;9;12
2690;Female;21;3;US;Other;1.375;1;4.5;3.875;4.75;2.625;14;7;9;11;7
2693;Female;46;3;US;Other;1.25;2.25;3;4.5;2.375;2.5;11;10;10;14;3
2695;Female;25;2;US;Other;1.875;3.375;3.625;1.75;2.375;2.5;11;10;10;6;11
2702;Male;18;4;US;Other;1.875;1.25;1.25;2;2;1.75;14;9;10;10;5
2705;Male;18;1;US;Other;1;2.75;4.375;3.625;2.375;1;12;9;8;7;10
2709;Female;16;2;US;Other;3;4.25;4;3.875;3.25;2.875;12;9;13;9;10
2714;Female;50;3;US;Other;2.625;2.625;2.375;2.875;2.375;4;9;11;4;10;8
2718;Male;49;1;US;Other;1.125;3.875;4;4.625;1.5;1.5;6;14;4;8;2
2719;Female;60;4;US;Other;1;1.5;1.875;3.75;1.875;1.5;8;14;5;12;3
2723;Female;38;2;US;Other;2.25;3.25;1.375;1.375;1.375;2.625;11;14;3;9;6
2724;Female;28;1;US;Psychology;2.125;3.5;3;2.625;1.125;2.875;13;11;2;4;12
2726;Male;22;4;US;Psychology;2.75;3;3.25;3.75;1.5;1.25;10;13;8;13;4
2727;Female;20;3;US;Other;2.125;2.875;2.125;3.375;2.375;2.75;14;12;7;14;3
2729;Female;52;5;US;Other;2;1;2.125;1.25;1.75;2.75;8;9;11;8;3
2731;Female;20;3;US;Psychology;1.25;1.625;3.875;4.625;3.5;1;11;14;12;14;4
2733;Male;23;1;US;Other;1.875;2.125;1.875;2.625;3.125;3.625;8;12;10;6;6
2736;Female;19;3;US;Other;1.75;2.5;2.75;2.875;3;3.25;8;10;9;10;9
2742;Female;28;3;US;Other;1.75;1.5;2.375;3.125;3.625;3.125;11;11;9;9;6
2745;Female;38;2;US;Psychology;1.25;3.125;3;2.625;1;1.25;14;5;6;6;10
2747;Female;24;3;US;Other;2.25;2;4.25;4.25;3.5;1.5;13;6;4;10;11
2748;Female;23;4;US;Other;1;2.25;3.625;2.625;1;1;7;14;3;9;13
2749;Female;38;2;US;Psychology;1.5;3.375;3.5;3.125;1;1.5;14;6;8;6;11
2752;Male;21;1;US;Other;3.125;4.75;4.75;3.625;2.625;1.75;8;8;7;9;10
2761;Male;50;2;US;Other;4;4;2.875;2.375;2;2.75;11;12;4;11;4
2762;Female;30;2;US;Other;2.375;3.25;4.125;4.25;3.375;2.875;12;13;9;12;12
2773;Male;56;3;US;Other;1.875;1.375;2.625;2.375;1;1;13;14;11;4;7
2776;Female;20;5;US;Other;1.375;2.625;3.5;3.25;2.375;1.375;12;7;6;9;9
2780;Male;25;2;US;Other;1;3.625;1.5;4;2.625;3.25;13;14;13;9;4
2781;Female;21;2;US;Other;3;3.5;3;3.125;2.5;1.875;10;10;4;12;6
2789;Female;19;2;US;Psychology;1;2.625;4;4.125;2.625;1.125;14;10;13;9;5
2791;Female;26;2;US;Psychology;1.75;2.75;3.75;4.25;1.625;1.375;11;13;12;10;6
2793;Male;37;3;US;Other;3;4.125;3.25;2.625;2.875;2.625;14;11;9;11;4
2794;Female;62;4;US;Other;1.75;3.875;3.5;4.5;1.125;1.125;13;5;4;10;7
2795;Male;20;5;US;Other;2.125;2.5;2.25;3.25;2.125;1.625;8;9;6;13;7
2797;Female;27;3;US;Psychology;1;2.25;2.25;1.125;1;1.375;13;9;5;7;4
2798;Male;22;0;US;Psychology;2.5;4.75;3.75;3.5;2.25;1.75;13;14;2;9;8
2800;Male;18;2;US;Other;1.625;4.25;1.25;2;1.625;1;11;13;12;10;6
2804;Female;39;NA;US;Other;1;1.75;2;4.25;1.5;1.5;8;14;12;14;3
2807;Female;34;2;US;Other;1;2.875;1.75;2;1;1;14;13;6;11;2
2810;Female;21;3;US;Psychology;1;3.625;3.125;3;3.125;1.5;12;10;10;8;10
2811;Female;15;2;US;Other;1;1.75;2.625;1.875;1;1.375;12;7;11;8;10
2813;Female;27;2;US;Other;2.125;4.5;4.75;3;1.625;1.25;14;10;3;8;9
2814;Female;65;5;US;Other;2.125;4.875;2.875;3;2;1.625;12;14;11;13;3
2815;Male;22;2;US;Other;3.75;3;1.875;1.5;1.875;1.375;9;10;4;5;6
2817;Female;19;3;US;Other;1;2.75;2.75;2.875;1.625;1;14;11;9;12;12
2820;Female;54;4;US;Other;2.25;3.125;4.25;3.375;2.25;1.125;14;3;12;9;10
2821;Male;20;3;US;Other;1.875;2.625;4.125;2.875;3.5;1.875;11;12;9;5;5
2824;Female;18;4;US;Other;2.25;2.375;4.5;3.375;1.25;1.375;12;8;7;14;12
2827;Female;16;3;US;Other;1.875;3.625;2.375;3.625;1.625;1.875;12;6;14;9;4
2828;Male;17;3;US;Other;2.75;1.75;2.75;2.125;3.375;2.375;10;7;4;11;8
2829;Female;31;3;US;Psychology;1.625;2.75;3.875;2.625;2.625;1.375;14;7;12;9;14
2831;Female;16;3;US;Other;2.75;4.375;4;3.5;3.375;3.375;13;2;5;7;14
2833;Female;19;3;US;Other;2.625;4.5;4.375;4.5;2.875;2.375;14;10;9;13;7
2836;Male;15;1;US;Other;3;4.625;1;2.125;1.875;3.125;8;6;5;2;8
2837;Female;18;4;US;Psychology;2.125;4.375;3.875;4.375;2.625;2.25;12;7;10;8;10
2840;Male;21;1;US;Other;2.5;3.5;3.875;3;3.125;1.375;13;9;11;8;6
2852;Female;17;2;US;Other;2.875;3.875;3.5;2.375;2.75;2.875;13;9;9;11;11
2854;Female;17;3;US;Other;1;1;2.125;2.875;1.5;1.125;14;11;11;9;8
2855;Female;17;3;US;Other;1;4.25;1.5;3.625;2.375;2.125;14;14;6;10;4
2856;Female;17;2;US;Other;1.25;1.125;1;1.625;1;1;11;8;14;9;6
2857;Male;17;3;US;Other;2;3.25;4.25;3.125;2.75;2.5;14;11;7;12;2
2858;Female;17;2;US;Other;1;3.25;1;1.25;1;1;12;9;11;7;7
2859;Female;17;3;US;Other;1.375;2.875;2.625;4.75;3.75;2.5;12;13;6;9;13
2860;Female;17;3;US;Other;1;3;1.25;3.625;2.25;1.625;9;13;11;9;5
2861;Female;18;7;US;Other;1;1.25;1.375;1.5;2.25;1.5;13;13;8;8;5
2862;Female;14;3;US;Other;1.125;1.875;1.5;3.125;2.375;1.5;8;10;6;10;6
2867;Male;17;3;US;Other;1;1.125;1;1.375;1;1;5;8;8;8;8
2868;Female;19;3;US;Other;1.25;3;2.5;4.25;3.625;1.875;12;12;8;10;7
2870;Female;14;2;US;Other;1;1;3.25;2;2;1;14;14;7;9;6
2873;Male;18;1;US;Other;3.125;4.125;1.75;2.625;1.25;1.625;8;13;9;8;4
2874;Male;17;4;US;Other;1.25;2.875;1.75;1.375;1.375;1;10;8;10;3;3
2875;Male;18;4;US;Other;2.75;3.125;1.125;1.625;1.5;1.125;11;12;12;10;6
2876;Female;17;3;US;Other;1.375;3.375;2.375;4.375;3;2.125;8;12;6;8;10
2880;Female;26;5;US;Other;1.875;1.5;2.75;3.25;3.375;3;10;10;8;9;6
2883;Male;39;1;US;Other;1.875;3.875;2.125;3.625;2.5;2.125;10;7;5;14;2
2887;Male;37;2;US;Other;3.25;4;3.625;1.625;2.125;3.875;13;13;2;8;2
2888;Female;22;3;US;Other;1.5;2;1.875;2.375;1.625;2.75;10;13;8;10;9
2889;Female;17;4;US;Other;2;1.375;4.875;4.5;3.375;2.875;9;7;11;5;9
2890;Female;17;3;US;Other;1;2.125;1.75;1.25;3.5;1;11;10;13;8;9
2891;Female;17;3;US;Other;2;3.375;3.375;2.5;3.75;2.25;11;10;8;7;11
2892;Female;18;4;US;Other;2.75;4.25;3.875;2.625;2.75;3.125;12;12;6;11;11
2893;Female;34;2;US;Other;1.5;3.125;3.75;4.125;3.375;1.875;14;14;7;10;7
2894;Female;18;3;US;Other;1;2;1;3.25;1;1.25;12;14;12;7;5
2895;Female;17;4;US;Other;2.25;5;4.125;5;2.5;2;12;12;14;10;4
2896;Female;17;3;US;Other;3.125;3;3.25;3.5;2;3.5;12;6;8;8;9
2897;Male;18;4;US;Other;3.625;3.75;2.625;1.875;2.5;3.375;10;14;12;6;4
2898;Male;13;2;US;Other;2.25;2.75;1.375;2.625;1.875;2.25;8;11;4;10;7
2901;Female;20;3;US;Other;1.25;1.875;1.25;3.25;1.125;3.5;7;7;13;8;6
2902;Female;21;4;US;Psychology;1.625;1.625;1.5;4;1.125;1.75;9;14;7;10;7
2904;Female;22;2;US;Other;2.25;3.625;2.375;2.25;1.625;2.25;11;8;6;12;8
2905;Female;27;3;US;Other;2.75;3.375;1;3.5;1;3.625;4;12;4;7;4
2906;Male;20;2;US;Other;4;4;4;4;4;4;7;8;7;8;6
2907;Male;17;4;US;Other;2.25;1.25;1.25;2.375;1.875;1.125;10;12;12;8;5
2909;Female;19;1;US;Psychology;1.5;2;1.375;3.625;1.25;1;10;9;8;8;12
2910;Female;18;3;US;Other;3;3;3;3;3;3;8;8;8;8;8
2911;Female;31;2;US;Other;1.375;1.875;2.375;3.75;3;3.375;11;14;14;11;4
2913;Male;45;2;US;Other;4.25;4.5;2.625;3;1.625;2;10;12;7;9;3
2915;Male;21;0;US;Other;1.875;3.875;2.875;4.125;2.5;1.75;8;13;4;10;2
2916;Female;18;3;US;Other;1.75;2.5;1.5;2.375;1.5;2;9;7;2;11;10
2917;Female;40;1;US;Other;1.25;1.625;1;3.875;2.25;1.25;10;8;12;14;3
